username,post_text,posted_date,retweets,favorites
XapXaaH,@Uurdee Баялагын сан чинь Элбэгдоржийн хийсэн ажил чиз дээ. данх ац тоноод дуусссан ш дээ,2026-03-11 20:16:16+00:00,0,10
JamtsUsukhbayar,"Данх нь хөгөө чирчихсэнэ үү 🤣🤣🤣 
ТВ үздэггүй ч хэрэгт дурлаад байна аа.",2026-03-11 14:11:36+00:00,0,9
KharKheree53503,"Тэр ингэж хэлсэн, тэр хэлсэндээ байдаг эр хүн, Данх шиг нялцгануур нэгэн биш https://t.co/5YFq6sVL7B",2026-03-12 15:34:04+00:00,3,9
mandaa_k8,"МАН ын нийслэлийн намын даргын хугацаа дуусаж байгаа. Хэрэв Нямбаатар сонгогдож чадахгүй бол Данх болон эдний бүлгэм нам унана. 
Еөк ажлаа өгөөд намын даргаа авах сонирхол байгаа. Ийм л улс төр явж байгаа.",2026-03-11 17:50:53+00:00,1,9
batdorj911,Эдийн засгийн өсөлтөнд данх ямар ч хамаагүй. Нүүрсний үнийн өсөлт экспортыг нэмэгдүүлж л өссөн дөө. Яг ЗГын ийм бодлого ингэж нөлөөлсөн гэдэг юм байна уу. @GanboldLkhagva1,2026-03-11 16:01:49+00:00,1,8
2Sandui,"Эм данх нь гараад ирж удахгүй нөгөө эр данх нь солиорч өгөх биз, эд нар юу ч ярьсан худал хуурмаг харагдах болж. Хаалтын гэрээ хийсэн этгээд гээ биз дэ. https://t.co/kE6IPxeOHc",2026-03-11 09:57:09+00:00,2,8
Zandanbat5,"@Enkhbayar_bat Эх нь булингартай бол адаг нь булингартай гэж. Би дарга болохгүй ээ гэж байгаад л шадар сайд, ерөнхий сайд болчихсон хүн шүү дээ. Ийи амьтан үнэн ярихгүй ээ. Орлогоо ч нотолж чадахгүй. Худлаа хов ярьж исгэрэхээс өар шидгүй данх.",2026-03-11 15:42:39+00:00,2,8
Erka685544Erka,@Batka_ Нөгөө муулаад байгаа Хүүк индэр дээрээс гишүүдийн өмнө ард түмний нүдэн дээр ерөнхийлөгчийн засаглалтай болохгүй би дахин өрсөлдөхгүй УИХ дархлааг хамгаална гээд хэлээд байхад Данх ганцаараа ерөнхийлөгчийн засаглалтай боллоо гээд орилооод байх юм хаха мэдрэл шаасан,2026-03-12 08:25:50+00:00,0,8
NanzaddorjDemb2,"Ёстой хүн хог. Хүн муулж, хов ярихаас хэтрэхгүй өчүүхэн хоосон данх. https://t.co/hN4cKLHKfA",2026-03-12 08:52:49+00:00,3,8
XapXaaH,@Narantuya_P хахаха данх гэж малан ац монголыг муухай бузарлалаа даа,2026-03-11 20:26:35+00:00,0,7
batzorig2012,Шүгэлдэгч данх ч улсын тоон хэмжүүрүүдийг буцалгаж өсгөж л байжээ. https://t.co/54oTN8BcQD,2026-03-12 14:24:51+00:00,7,7
bayaraa_photo,Харбины гэрээг яагаад ийм их хөнгөлөлт өгөв?. Юугаар нотлохым. - 2015 онд лицэнзийг өгөхөөр болсон. 1072 хувьцаа гаргасан. 1 сая.төг өгсөн. Энэ Данх юу яриад байнаа. Тэнэг үхэр байшд.,2026-03-11 15:05:35+00:00,4,7
Erka55895589,Улс орныг ёроолд нь хүртэл унагаачихаад Данх сдак Бөөсний тухай үлгэрээ ярьсаар дуусна. Хамгийн муу зочин байлаа. Асуулт сайн тавиад ч наадах чинь юу ч ярьж чадахгүй. Цагийн гарз.,2026-03-11 12:52:17+00:00,2,7
babayag49542182,"Шүгэлддэг данх бол биш юм байнаа

Хангинадаг хоосон данх юм байна",2026-03-11 13:53:49+00:00,3,7
SaruulhanlA,@mongolianadam Данх мундагтаа даблдаад өсгөциймүү?,2026-03-12 09:59:06+00:00,0,7
ganaa_rk,@Chimee_D Явган хов базсан хэрүүлч авгай шиг дүнкүү данх шүү🤭😅,2026-03-12 05:55:15+00:00,0,6
khuduuniikhun,"Тавгийн тойм ч гэнүү, нэг тийм нэвтрүүлэгт Данх орж, булайгаа чирж гэнэ. Гэтэл тэр нэвтрүүлгийг гарах болмогц л гэнэтхэн хүчирхийллийн видео цацав. Яагаад бүр өмнө нь, эсвэл дараа нь цацаж болоогүй вэ. Видеог хадгалаад л бж. Харин хүчирхийллийн эсрэг юу ч хийгээгүй өнөөг хүрчээ.",2026-03-11 14:29:55+00:00,0,6
tulga2002,"за тгд парламентаа хамгаалах гол хүн нь данх болоод тануус итгээд нтр хахха элгийн юмаа 🤣

зүгээр л гөлөг төөрүүлж зөв сэдвээс амь тавин зууралдаж бгаа л төдийг ойлгоно бздээ энчодоо 🙄

тэр Лхагва ч гсн бэлдсэн тохирсон л юм асууж бгаашд 😏",2026-03-12 12:11:06+00:00,7,6
DulguunG3,Оюун-Эрдэнэ тэнэг данх байж болно. Хамгийн муу ЕС ч байж болно. Гэхдээ парламентаа бол хайрладаг юм бна. МАН-н мангуу залуучууд нь экс даргынхаа энэ зарчмыг барих хэрэгтэй шүү. Ард иргэдээ хааяа ч гэсэн бод байнга гэдсээ хагартал идэж ууна гэж юу бхав.,2026-03-11 15:13:26+00:00,4,6
2Sandui,Данх бас Амундрага хийчихэж үү. https://t.co/t2xKkejFC0,2026-03-11 15:44:02+00:00,0,6
theguum,"Буцалдаггүй данхыг бол дүлий данх гэж байна уу? 3 цаг улайгаад, балай юм яриад суучих юм. Одоо монгол тулгатан шигээ нэг сайхан уйлаал, “амаргүй” гэдэг үгээрээ хаалтаа хийгээд дуусгая. Юүкэв❗️",2026-03-11 15:47:15+00:00,3,6
BayaraaCNCF,Үнэн сумтай данх шүү😂 https://t.co/0IVxxXAUeV,2026-03-12 03:23:29+00:00,2,6
baterdene911,"Би ч цалингаараа амьдардаг л даа. Тэгээд энэ гутлынх нь үнийг нь харсан чинь би дахиад 20 жил ажиллах шаардлагатай юм байна.

Цалингаараа амьдардаг гэх Ерөнхий сайд асан Данх 1290€ буюу 5.343 сая төгрөгийн үнэтэй Францын Louis Vuitton брэндийн гутал өмсжээ👣 https://t.co/LMCQr5NmyF",2026-03-12 03:07:01+00:00,4,6
UlziiM1,@Uuganaad Та нартаа л гал гаргадаг луу бх. Монголчуудад бол зүгээр шүгэлддэг данх🤣,2026-03-11 15:56:56+00:00,0,5
Oscaruniform01,Хиаман цехийн үүд сахигч тэрээр Данх зүлгэсээр л. 😂🤪,2026-03-11 18:17:44+00:00,1,5
Munkhba17959977,"@SaruulhanlA Данх үнэнд гүйцэгдэж хуулийн өмнө очих нь тодорхой болчихсон юм байна. Түүнээ мэдээд хүмүүсээр өрөвдүүлэх, ард иргэд болон ерөнхийлөгч 2-н хооронд яс хаяж төрийн хямрал үүсгэх, түүгээр далимдуулж амь хоохойлох гэсэн юм байна оо.",2026-03-11 16:55:38+00:00,1,5
Munkhba17959977,"@XGerlee Данх үнэнд гүйцэгдэж хуулийн өмнө очих нь тодорхой болчихсон юм байна. Түүнээ мэдээд хүмүүсээр өрөвдүүлэх, ард иргэд болон ерөнхийлөгч 2-н хооронд яс хаяж төрийн хямрал үүсгэх, түүгээр далимдуулж амь хоохойлох гэсэн юм байна оо.",2026-03-12 02:11:11+00:00,3,4
AIdertsog44,@Enkhjinnn Уг нь энэ хүнийг долоогчид сүргээрээ байсандаа чадвар нь ийм хэмжээнд байсныг хэлвэл  ардын дайсан  мэтээр хэмлэж байлаа даа Данх минь дээ одоо тэгээд тавилан юм даа,2026-03-11 20:52:53+00:00,2,4
BatzayaD190054,@mydagbadam жанхуугийн сэтгүүлч та нар данх долоох нь аргагүй ээ,2026-03-11 23:37:25+00:00,0,4
Laperleperle,Энэ акк данх ЯГ ӨӨРӨӨ БАЙХ 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/52XiOySMmT,2026-03-12 01:17:37+00:00,0,4
2Sandui,@p0_k2r @o_purevdorj123 Тэнэг хог дөө данх,2026-03-11 13:00:19+00:00,0,4
XGerlee,ҮХ зөрччихөөд бхад л данх юмдаа хуулийн А мэдлэггүй https://t.co/kMgtevjO7e,2026-03-11 13:27:51+00:00,2,4
Undram,@soko_888 Иргэдиййн ууц нуруун дээр зайдалсан данх гэдэг зураг,2026-03-11 15:36:44+00:00,1,4
2Sandui,Данх тэр дайнд нь нэгдэж. https://t.co/ltzZ2x8TvJ,2026-03-12 05:33:04+00:00,0,4
PBaagii,"Сайханбилэг бол ЕС мөн 
ОюунЭрдэнэ бол хоосон Данх мөн 😂😂😂",2026-03-11 13:48:07+00:00,0,4
sarahhh41601,Данх чинь хаа очиж хүн муулахдаа бол ёстой сайн юм байна шүү.,2026-03-12 14:57:48+00:00,2,4
sokobaba3,Муухай бүдүүн тэгснээ заваан бүдүүлэг суулттай кресло нь эвдэрлээ данх гуай,2026-03-11 12:41:06+00:00,0,4
Babrosk,"Монголын хамгийн лалрын ""зүйлс""ийн 1, 2-р байранд данх ба цагдаагийн байгууллага бүхэлдээ буюу тэнд ажилладаг мөрдэстэй гоожуур, дутуугийн комплекс, тархины тураал, иодын дутагдалтай пяздакуд орно. Цагдаад 1 олигтой гэжий бхгүй шүү. Ямар олигтойдоо тийм газар тэсч ажиллав гэж дээ",2026-03-12 07:10:56+00:00,0,4
tulga_cule,"Зиа өнөөдөр чинь хуучны сайхан үе шиг троллууд язганаж байна даа.
Ер нь бол данх их зөв хүн байсан байна шүү айх зүйлгүйгээр хамаг үнэнээ ярилаа л гэнэ.",2026-03-12 05:59:39+00:00,1,4
NanzaddorjDemb2,@graph_mn Данх шигээн хоосон толгой юу даа. Бас өөрийгөөн Сайханбилэгийн зиндаанд харьцуулж энтр.,2026-03-11 14:13:12+00:00,1,4
2Sandui,Номинг сайд болгосон хүн нь Данх гэл үү😂 https://t.co/mO88VolzQ8,2026-03-12 05:23:51+00:00,1,4
mathematicianBZ,"@XGerlee Данх ч гэлтгүй албан тушаалд хүрсэн бүхэн нам хамааркүү өөрийн бүлэглэлийг үүсгэж, улс орныг хамтран тонож дээрэмддэг нь тодорхой л доо

Шал өөр намын энэ мэт блавгайн өмгөөлсөн хамгаалсан үг үйлдэл наад захын жишээмм🤪🤣 https://t.co/OXphk3Edch",2026-03-12 06:32:00+00:00,1,4
Tsomuushka,"Данх: Ерөнхийлөгчийн хөл мөлийг үнсэх энүүхэнд ш дээ, өрөөнд нь өрөөлдөөд л мөлхөөд л орно ш дээ https://t.co/2829tRxc8n",2026-03-12 06:36:59+00:00,2,4
bayamongol,Данх бол яг цэвэр монгол дүр яг өөрииг нь алахаар  хутга сүх шүүх болох үед хөдлөж бна буруу шүү анхнаасас үзээд явчихсан бол ⁉️⁉️⁉️,2026-03-12 09:47:14+00:00,2,4
Suboldb,"@ganzorigv @lkhagva7111 Зөв зөв. Гэхдээ энэ хоёрыг ямар үр нөлөөтэй байв, эцэст нь юу болов оо гээд 20/20 hindsight аар дүгнэж болно. Гайхшраад эрэгцүүлээд бх зүйл хомс. Данх нь Сайханбилэг сайдын хажууд тун дорой ЕС бв гэдэг нь илт.",2026-03-11 17:24:11+00:00,0,4
swarovski_me,Данх ч хаяа зөв юм яриад байдын 🤭 https://t.co/SOsfsa4Ych,2026-03-12 00:30:24+00:00,1,3
2Sandui,"Үүл нь хувьсгал яриад л, данх нь бослог тэмцэл яриад л ёстой халуухан хавар болох нь ээ, хаврын уртад үзэх юмтай л байх нь, монголын заяа их гэдэг иргэдэд ээлтэй дарга нар хатуухан жил гэсэн дээ угаасаа. https://t.co/3Gweo6O2gC",2026-03-12 10:44:55+00:00,0,3
Kruel7y,@BoldooBj Сайханбилэг Баярцогт хоёр өөртөө итгэлтэй харагдаж байна. Данх зориг муутай итгэл багатай мэт л харагдаж байна. биеийн хэлэмжийг Chatgpt сайхан хэлээд өгөх байх,2026-03-11 14:38:24+00:00,0,3
jer_ry06,@KheneeJingoo Зодуулах юм аа энэ өөрөө л хийдэг дээ данх,2026-03-11 14:29:40+00:00,0,3
badamjarga68145,"@Chimee_D Энхбаяр ч бас тийм сайн хүн ч биш нь ч биш л дээ Миеэ Энколдыг дагаад л гүйдэг бсан Эзнээ солиод , Энэ Данх , Нямбаа 2-ыг дагаж гүйсээр бгаад Нямбааг , хотын дарга болоход нь ХУЗүйДоХэ-ийн сайд болсон Одоо Занданг долоогоод л явж бна Данх ч бас юундаа гомдохов дээ",2026-03-12 11:42:37+00:00,0,3
XapXaaH,@mongolianadam хаха хоосон данх баахан тролл армиа Х дээр тавьж бнаа хаха. ийм ЕС байсанд монгол үнэн азгүй,2026-03-12 10:00:05+00:00,0,3
Undram,"Хөөш наад данх, амармоцартынхаа хөрөнгө хурааж дотоод ААН өрөө дараач ээ",2026-03-12 06:15:51+00:00,2,3
mathematicianBZ,"Тэр Б.Энкуярыг улстөрийн махинацид орж наймаалцаж байгааг хэлээдлайсан шүү би лав🤪

Данх ч нүгэл ихтэй олон нүүртэй урваач шарваач хүн
Тэр Энкуяр ч гэсэн дуткүү олон нүүртэй урваач шарваач хүн
Хүчний тэнцвэр хааш явна тийшээ явдаг гэснээс дарваан харын бах нь ханажийнаа🤪🤣🤣 https://t.co/2feSPT3DlH https://t.co/RQYb2znk85",2026-03-12 06:29:07+00:00,0,3
zulegchin_zul,"Улс төрөөр ганц зүйл бичий даа. Тэр нэвтрүүлгийг үзээд бодогдов. 

Данх засгийн эрх барьсан энэ 5 жил Монголын хувьд маш чухал үе байсан. Ковидын дараах эдийн засгийн сэргэлт, уул уурхайн өндөр орлого зэрэг нь Монгол Улсын ирээдүйн чиглэлийг тодорхойлох эргэлтийн жилүүд байлаа.",2026-03-12 12:00:15+00:00,3,3
ShanyuModun,"@erxembtr 🤣😂🤣 Өнөөдөр Монголд хошин шог, комеди л хамгийн их үзэлттэй бгаа шүү дээ
Сэдэв нь ч дандаа хов жив ярьсан
Чадвар чинь хүрвэл тгд бодоод үзэхгүй юу 🤣😂🤣
Данх та хоёрын ухаан чинь дутна за 🤣😂🤣",2026-03-12 04:01:05+00:00,0,3
ErdenetuulG,@amidral77 @HalzanXYY @DNN_MN @batzorig2012 Би данх хүк алинд нь ч итгэл үнэмшилтэй биш. Харин монголын зарим сэтгүүлч эрх баригчдад үйлчилдэгт маш дургүй,2026-03-12 10:36:32+00:00,1,3
Oscaruniform01,Данх зүлгэдэг хиамчид нь сайн уншиж аваарай. 😂🤪 https://t.co/dreIt6iGsM,2026-03-12 01:35:28+00:00,1,3
altankhuyagMGL,Дахин эрх мэдэлд хүрэхгүй гэж байгаа бол ийм их хүч зарж хүмүүстэй муудалцан явахнүй л дээ. Эрх мэдлээ авч үлдэх 3 гарц бий түүнд. Эрх мэдлээ авч үлдэх нь бол гарцаагүй. Данх л хэлээд байгаа болохоос үнэн. Ямар ч улс төрч хараад уншихаар үйлдэл.,2026-03-12 02:13:51+00:00,1,3
Bat5599,@Narantuya_P @tariat_ Данхыг сонсохоос хүмүүс залхаад ороод л гараад бна. Ёстой хоосон данх бнаа. Угийн тэнэг,2026-03-12 00:49:20+00:00,0,3
Nuulediinhen,@bilguunin Данх: Булгантуяа гэж ОХИНЫГ хэлмэгдүүллээ гэж авсан шүү дээ… Эмээ болох насны авгайг. 😳,2026-03-12 02:34:53+00:00,1,3
iiga_mi,Данх яг одоо ууралжийна ҮАБЗ парламентийн гишүүдийг загандаг юуюмбэ л гнэ…. https://t.co/zcXcUnvVqc,2026-03-11 13:46:42+00:00,0,3
OtgonbatOgi,@Batka_ @olimpic20201 Эцсийн мөчид ардчиллын нэр барьж л амиа хоохойлж байгаа данх шдэ. Бүх унасан индкксүүд энэ балай дурактай холбоотой.,2026-03-12 08:04:40+00:00,1,3
BoldkoD,Данх чинь бичсэнээ уншаад байгаа юм уу,2026-03-11 13:54:37+00:00,0,3
ganaa_rk,@JaahanJaajaa Бас нэг данх 🤣🤣 яг юу гэх гээд бгаан ойлгомжгүй малан бомбоонууд юмаа та нар нээрээ😆😆,2026-03-12 00:27:14+00:00,0,3
Saijirax,сүүлдээ... хөтлөгчийг данх лугаа болгож орхив...the end 🤭🤣 https://t.co/QAYq0kAGAa,2026-03-11 16:36:08+00:00,2,3
TsolmonDashzevg,Данх ганцаараа яриад сэтгүүлч нь унтаад өгсөн камер нь цэнэггүй болоод унтарцан бна гэший ш дээ… 😎🫣😳,2026-03-11 21:56:46+00:00,0,3
MAmarsanaa,нөгөө айхтар нүүрсний мөнгө дүрээ хувиргаад Данх манх оролцоод лааж яваан бишүүдээ... https://t.co/YuIv49Z67C,2026-03-11 20:57:43+00:00,2,3
Munkhba17959977,"@Dodo_dorj Данх үнэнд гүйцэгдэж хуулийн өмнө очих нь тодорхой болчихсон юм байна. Түүнээ мэдээд хүмүүсээр өрөвдүүлэх, ард иргэд болон ерөнхийлөгч 2-н хооронд яс хаяж төрийн хямрал үүсгэх, түүгээр далимдуулж амь хоохойлох гэсэн юм байна оо.",2026-03-11 16:58:09+00:00,1,3
sarahhh41601,Данх Сайханбилэг 2-ын яриаг сонсоод ялгааг ол. 😂 https://t.co/6lYTKJbvy9,2026-03-12 12:54:47+00:00,0,3
Erdee1010,@Baagij13310361 @tsbat_IT Сэжгийн эм данх,2026-03-11 09:56:59+00:00,1,3
dainbaenkh,"8-н Ерөнхий сайдын 16 жил зарцуулсан мөнгийг, 3-н жилд зарцуулсан юу барив юу бүтээв? 
Данх: 🤷‍♂️ https://t.co/DXFMIzZyiO",2026-03-12 00:32:04+00:00,1,3
babayag49542182,Өчигдөр данх фэйлдсэний дараа хиамчид ярианаас нь хэсэгчилж өлгөөд сэвээд бга биз. Хүргэх гэсэн мэссэжүүд нь гэж ойлгогдож бн,2026-03-12 09:34:25+00:00,0,2
ubraptor,Ёроолгүй тэнэг данх https://t.co/97weAVwbRt,2026-03-12 03:36:32+00:00,1,2
Monamer2022,"@Uyanga_ts Ямартай ч Данх АН-д элсэж байгаа юм бна, ах дүү нар ойрхон байхаар шийдэж",2026-03-12 04:57:39+00:00,1,2
bbaatar1010,@mngteacher Жагсаалтыг данх тэргүүлэх байхдаа,2026-03-12 04:43:58+00:00,2,2
d_bodol1,@XGerlee Бүүр авсаар сурцан Данх юмаа 😡,2026-03-12 06:42:40+00:00,0,2
amgaa_tu,"Данх-Хүрэлсүхийн чирч ирсэн гай
Хүүк-Энхболдын чирч ирсэн гай
Энхболд-Энхбаярын чирч ирсэн гай
Энхбаяр-Жунайн чирч ирсэн гай
Жунай-Багабандийн чирч ирсэн гай https://t.co/ffM1aNG4lh",2026-03-12 07:28:14+00:00,0,2
191003ganaa,Ардчилалд аймар хайртай Данх гэжээншүү,2026-03-11 14:16:30+00:00,0,2
enkhtemuulen,"Одоогийн байдлаар Данх парламентын засаглал, халдашгүй байдлын талаар зөв ярьж бн л даа.",2026-03-11 13:41:23+00:00,0,2
XapXaaH,@erxembtr данх ч шорондоо ачигдах юм бна,2026-03-11 20:28:23+00:00,0,2
UB60357611,@GAmartuvshin @jagvaralmaa @Gerel_ Данх чиглэл өгөөгүй бол таг ш дээ,2026-03-11 10:51:24+00:00,0,2
Munkhba17959977,"@cheburashka1545 Данх үнэнд гүйцэгдэж хуулийн өмнө очих нь тодорхой болчихсон юм байна. Ахаас нь эхэлчихсэн. Одоо өөр дээр нь ирж. Түүнээ мэдээд хүмүүсээр өрөвдүүлэх, ард иргэд болон ерөнхийлөгч 2-н хооронд яс хаяж төрийн хямрал үүсгэх, түүгээр далимдуулж амь хоохойлох гэсэн юм байна оо.",2026-03-11 17:16:56+00:00,1,2
buje1804,@chinbat_erdenet @KhBaynkhangai Би ч бас тэгж бодож байгаа. Данх хэзээ ч шууд ярилцлаганд орохыг зөвшөөрөхгүй.,2026-03-11 10:39:08+00:00,0,2
sarahhh41601,Данх субьектив обьективээ ойлгож бгаа гэдэгт эргэлзэж бна. За бараг л мэдэхгүй дээ.,2026-03-12 12:43:00+00:00,1,2
o_purevdorj123,Адгийн данх ардаас гэдэг чинь энэ https://t.co/nhUDB5WrzY,2026-03-11 18:38:56+00:00,0,2
UB60357611,Энэ орой чинь эхнэртээ хаягдсан согтуу эрийн агсам тавихыг сонсов уу аль эсвэл МАНы их хурлын илтгэлийг сонсов уу🧐Бас загинуулаад заналхийлэл хүртээд юу юу ч болчихов доо. МАНы ЕС бсан хүний амаар МАН төрд бгаа хүмүүс бүгд гэмт хэрэгтэн болчихов уу🙏Данх аймаар үлээчихэв үү🤔,2026-03-11 18:39:43+00:00,2,2
Erka55895589,Үнэхээр Данх Дамарыг аягачин шивэгчинтэй нь хамт зайлуулсан бүгдэд талархья! Агуу тэнэгт Тэнэг шуналтай ах заяажээ. Аяяя!!! Амыг нь ар дээр гартал алгадчихаач хэн нэгэн наад дампуу данхыг! https://t.co/XF89fqvdgp,2026-03-11 15:59:04+00:00,0,2
Sartuulkhan,Данх дагзад бид ер нь ямар өртэйн бээ ноовш гэж. https://t.co/wbD8MY1MF3,2026-03-11 15:39:11+00:00,2,2
bbmagnai7410,"Данх-донх-гүц, 🤪 https://t.co/DafjDNaM20",2026-03-12 10:49:20+00:00,1,2
deburashkaa,"@Oscaruniform01 хөхөө нь дэндээд Баатарыг өмөөрөөл бж бн лэ.. Бас Алтанхуягийг өмөөрцц л шааж бсан. Женко, Данх, Баатар, Ахуяагийн хиам овоо цусалсым шиг бгам аа 2 хуульч хүүхэн",2026-03-11 15:23:37+00:00,0,2
SihiH9420,"@Sartuulkhan @nmnrdn @Enkhbayar_bat Лью битон, данх😜😂",2026-03-12 02:28:22+00:00,1,2
UJ_P,Данх хүчирхийлэгч Сэгсээг зөвлөхөөрөө авч байсан бол Учрал онлайн бэт-чин IZ-г авчээ 🤣,2026-03-12 08:05:10+00:00,0,2
Healer7818,Сошиал чинь бүүр данк болон хүчирхийлэгчидээр бөөстчихжээ🤔орохоос ч халгамаар байхы данх үнэхээр хар мөртэймаа😡😡😡,2026-03-12 08:02:50+00:00,0,2
bilgee_munkh,хоосон данх юу гэж хонгиотох юм болоо гээд л хүлээж сууна https://t.co/YRtN07P5Q8,2026-03-11 11:28:23+00:00,0,2
Batbold10K,Монгол Улсын 22 дахь #Данх аймгийн тролл ууд юм даа гэж бодож сууна 🤣 https://t.co/3JcEwqid7K,2026-03-11 13:48:26+00:00,0,2
GaridaMunkhBat,"Яахав яг бодитоор харвал
Данх нэвтрүүлэгт орсон чинь нөгөө талаас Энхбаяр дор дор нь няцааж бичээд бна
Айгаад сандраад бгаамуу

Гэхдээ данх чинь бас л ойгүй худалч пяздашдээ",2026-03-11 16:01:02+00:00,0,2
TsJagaa123,Өглөөний мэнд ! Би хэлсэн энэ Данх гээд байгаа хүүд нэг сайн тал ба гэж. Тэр нь хүний өөрийн бүх хулгайг сайндаа биш ч илчилж ба     Энэ бидэнд сайн биш үү ?,2026-03-11 23:44:42+00:00,0,2
AyushDashdavaa,"Данх Их хурлын даргыг хутгатай орж буулгасан, дараа нь Ковидоор Их хурлын дээр гарч засагласан, энэ үед бүгд ангайгаад л бж бсан.
Бүх намуудаа доороо оруулж тарвалзсан. 
Бүх хэвлэл мэдээллг худалдаж авсан. 
Данхын 6 жилд ардчилал бүдгэрч, авторитар болсон. 
Гэтэл одоо "" тэмцэгч"" https://t.co/mg8FUFeSZw",2026-03-11 16:08:00+00:00,2,2
XapXaaH,@Narantuya_P хахаха түрээсгүй оршино хаха. ухаан мулгуу данх Түгжрэлийн үтрээ хөшөө барьж нураасанаас өөр хийсэн ажил бна уу,2026-03-11 20:18:44+00:00,0,2
nnnanaAk,"@erxembtr Данх зүлгээч нь энэ бузар данхыг зүлгээ шаах юмаа, чихнээс цус гарчихлаа",2026-03-11 22:49:30+00:00,0,2
KharKheree53503,"Данх: Б.Энхбаяр чинь могой шиг ороогоод, нөгөө кинонд гардаг шиг ""Буудчих уу жанжаан"" гээд явж байсан нөхөр, зориг муутай, аймхай, даргад долигнуур хүн дээ https://t.co/Tos9Hwq0rR",2026-03-11 17:50:58+00:00,0,2
BayarOdonchimeg,"@Uyanga_ts @iderzaya_j Үзээгүй ээ, угаасаа эргүү хоосон Данх шүү дээ.
Ер нь л Хиншүү, Зандан, Жонхуу, Данх гэсэн нөхдийн ярьж бгаатай таарвал бушуухан сувгаа сольчихдогшд. Эхний 3 ын хоолойны өнгө темп нь ёстой нэг чихэнд чимэггүй тээ. Яахаараа ч тийм дотортойгоо адилхан хоолойтой бдын",2026-03-11 16:36:12+00:00,1,2
boldbaatar93789,@Tsandeleg_L Хүүк эрх мэдэлд хүрэх замдаа зүгээр ашиглаад хаясан 1 удаагийн салфётка шүү дээ энэ данх,2026-03-12 01:25:52+00:00,1,2
Sartuulkhan,"Энэ данх чинь олон хүнийг ямар нэг гайнд турхирах гээд бгаам бишүү ер нь,,??? Тэрнийхээ эхлэлийг тавиад яваам шиг хандлага ажиглагдаад байх чинь ёр нь! https://t.co/kErtskUhsU",2026-03-11 14:57:24+00:00,1,2
EnTSa,"@Mongolkhuu_MX Танай АН Мөнхбясаа, Хиншүү, Женко, Данх гээд орчлонгийн хамгийн хамгийнуудын цуглаан болж Гиннест орох мөрийн хөтөлбөртэй юм уу😜",2026-03-12 02:38:10+00:00,1,2
Zandanbat5,"@SaruulhanlA Үргэлж л хэн нэг атгаалжин хар мангастай тэмцэж байна гэж шүгэлддэг данх шүү дээ.
Тангуд улс мөхөөгүйг өглөө болгон сануул гэдэг шиг данх орлогоо нотлоогүйг өдөр болгон сануулж бай.
Эх нь булингартай бол адаг нь булингартай. Би албан тушаалд горилохгүй гэж байгаад л самарсан даа.",2026-03-11 15:19:40+00:00,0,2
OyunchimegAyur,"@rdavaadorj @javkhlan108 Угаасаа ойлгохгүй. 
Данх шүү дээ!",2026-03-11 14:56:13+00:00,0,1
KhBaynkhangai,@Enkhbayar_bat @Byamba555 Цаад данх чинь таны талаар ярина л гэнэ.,2026-03-11 14:45:24+00:00,0,1
tulgaa25,Данх амисгаа чинь 😅,2026-03-11 14:40:12+00:00,0,1
tulga2002,"данх үзээгүй сагс үзсэн хүн нь бнаа. 

Монголоо хөгжүүлэх, иргэдээ жаргаах амьдралын зорилго философи нь хэвээрээ бнуу цаа чинь? 

үхтлээ биднийхээ төлөа тэмцэнэ гэнүү? 🧐😏",2026-03-11 14:57:21+00:00,0,1
123mglo,@GanzorigBs Баатар ялтан болчих гээд данх гарч ирж эцсийн сумаа тавьж бгаа бололтой. Лхавгаа сумыг зөөж өгч бган бнөө,2026-03-11 14:38:31+00:00,0,1
enk9000,"Эхний 10мин юу ч ярьсангүй маанагтаал бн, хоосон данх https://t.co/YEGoLWohCs",2026-03-11 12:41:34+00:00,0,1
1JustRevolution,"@Enxjinx Энэ хэрэг хийсэн эр эм шээснүүдийн царай руу удаан харж болохгүй сэжиг хүрээд байх юм. Бас Данх, Томоко ... гэх мэт рүү удаан харж чаддаггүй шүү!",2026-03-12 18:37:35+00:00,1,1
GanzorigSh75277,"@hero_bbaatar Данх, Херо нар энэ улсаас сайн цохижээ. Шингэж бна уу.",2026-03-11 09:56:17+00:00,1,1
1JustRevolution,"Ахар богино бодолтой бэртэгчнүүд төрийн толгойд 90 оноос хойш л байна. Наад хуурамч Ардчилал чинь молиг үмхүүлэлт юм! Эрх чөлөө өгсөн гэх ч та нар талбай дээр жагсаж чадахгүй, цагдаа нар тараана. Данхыг Данх гэсний төлөө 1 хүн 100к-ээр торгуулсан. Үнэн үг хэлээд шорон руу явдаг! https://t.co/47uPKmufmR",2026-03-11 12:28:35+00:00,0,1
batr_999,Тэнэг Данх шүү https://t.co/xdWh4woqrx,2026-03-11 12:43:30+00:00,0,1
Baila_2488,@UB60357611 @enka_2008 Данх ?,2026-03-11 10:51:52+00:00,0,1
